,fecha,Menor 1 año,1 a 4 años,5 a 14,15 a 44,45 a 64,65 a 84,85 y más ,total_defunciones
2556,2023-12-17,1.0,,1.0,3.0,19.0,40.0,34.0,98.0
2557,2023-12-18,1.0,1.0,,8.0,22.0,52.0,30.0,114.0
2558,2023-12-19,,,1.0,7.0,13.0,56.0,29.0,106.0
2559,2023-12-20,2.0,,2.0,4.0,23.0,52.0,30.0,113.0
2560,2023-12-21,3.0,,,4.0,23.0,41.0,36.0,107.0
2561,2023-12-22,1.0,,,4.0,15.0,48.0,27.0,95.0
2562,2023-12-23,,,,9.0,26.0,59.0,38.0,132.0
2563,2023-12-24,,,,13.0,21.0,55.0,35.0,124.0
2564,2023-12-25,,,2.0,8.0,21.0,61.0,40.0,132.0
2565,2023-12-26,2.0,,1.0,12.0,17.0,53.0,28.0,113.0
2566,2023-12-27,1.0,1.0,,8.0,18.0,60.0,31.0,119.0
2567,2023-12-28,,,,8.0,17.0,36.0,35.0,96.0
2568,2023-12-29,1.0,,1.0,7.0,14.0,61.0,36.0,120.0
2569,2023-12-30,2.0,,,9.0,18.0,49.0,34.0,112.0
2570,2023-12-31,1.0,,,6.0,17.0,44.0,31.0,99.0
2571,2024-01-01,,,,13.0,16.0,57.0,33.0,119.0
2572,2024-01-02,,,,15.0,15.0,48.0,28.0,106.0
2573,2024-01-03,2.0,,,8.0,19.0,61.0,26.0,116.0
2574,2024-01-04,,,,9.0,18.0,56.0,35.0,118.0
2575,2024-01-05,1.0,,,2.0,21.0,42.0,36.0,102.0
2576,2024-01-06,1.0,1.0,,12.0,28.0,64.0,38.0,144.0
2577,2024-01-07,,,1.0,12.0,20.0,45.0,30.0,108.0
2578,2024-01-08,3.0,,1.0,12.0,24.0,42.0,24.0,106.0
2579,2024-01-09,1.0,,,7.0,25.0,52.0,24.0,109.0
2580,2024-01-10,,,,4.0,13.0,45.0,36.0,98.0
2581,2024-01-11,2.0,,,6.0,27.0,50.0,45.0,130.0
2582,2024-01-12,1.0,,,8.0,23.0,46.0,32.0,110.0
2583,2024-01-13,2.0,,1.0,5.0,28.0,56.0,42.0,134.0
2584,2024-01-14,,,,5.0,20.0,51.0,30.0,106.0
2585,2024-01-15,3.0,1.0,,6.0,24.0,42.0,36.0,112.0
2586,2024-01-16,2.0,,2.0,10.0,22.0,55.0,33.0,124.0
2587,2024-01-17,,,,5.0,21.0,45.0,42.0,113.0
2588,2024-01-18,,,,7.0,16.0,41.0,25.0,89.0
2589,2024-01-19,,1.0,,6.0,21.0,54.0,39.0,121.0
2590,2024-01-20,1.0,,,14.0,22.0,54.0,32.0,123.0
2591,2024-01-21,,,,9.0,23.0,45.0,31.0,108.0
2592,2024-01-22,,,1.0,15.0,20.0,54.0,37.0,127.0
2593,2024-01-23,,,,5.0,18.0,62.0,39.0,124.0
2594,2024-01-24,2.0,,,10.0,18.0,44.0,45.0,119.0
2595,2024-01-25,,,2.0,8.0,24.0,53.0,34.0,121.0
2596,2024-01-26,1.0,,2.0,5.0,20.0,48.0,30.0,106.0
2597,2024-01-27,1.0,,1.0,6.0,21.0,62.0,41.0,132.0
2598,2024-01-28,4.0,,1.0,6.0,27.0,58.0,42.0,138.0
2599,2024-01-29,,,,10.0,23.0,45.0,39.0,117.0
2600,2024-01-30,,,,5.0,24.0,55.0,30.0,114.0
2601,2024-01-31,1.0,,,11.0,28.0,60.0,53.0,153.0
2602,2024-02-01,,,1.0,10.0,15.0,51.0,42.0,119.0
2603,2024-02-02,1.0,,1.0,10.0,20.0,41.0,44.0,117.0
2604,2024-02-03,,,,7.0,27.0,59.0,35.0,128.0
2605,2024-02-04,1.0,,,13.0,17.0,62.0,32.0,125.0
2606,2024-02-05,2.0,1.0,,5.0,8.0,51.0,38.0,105.0
2607,2024-02-06,3.0,,2.0,9.0,21.0,58.0,31.0,124.0
2608,2024-02-07,1.0,,,6.0,23.0,51.0,40.0,121.0
2609,2024-02-08,,,,14.0,18.0,61.0,47.0,140.0
2610,2024-02-09,2.0,,,12.0,27.0,47.0,35.0,123.0
2611,2024-02-10,1.0,,,7.0,20.0,55.0,37.0,120.0
2612,2024-02-11,1.0,,,11.0,17.0,59.0,36.0,124.0
2613,2024-02-12,,,1.0,9.0,24.0,62.0,36.0,132.0
2614,2024-02-13,,,,8.0,22.0,49.0,33.0,112.0
2615,2024-02-14,,,,10.0,22.0,43.0,35.0,110.0
2616,2024-02-15,2.0,1.0,1.0,6.0,18.0,44.0,40.0,112.0
2617,2024-02-16,,,1.0,3.0,13.0,56.0,29.0,102.0
2618,2024-02-17,,,,7.0,17.0,46.0,31.0,101.0
2619,2024-02-18,1.0,,,10.0,17.0,49.0,38.0,115.0
2620,2024-02-19,,,2.0,11.0,19.0,44.0,38.0,114.0
2621,2024-02-20,1.0,,1.0,6.0,29.0,53.0,37.0,127.0
2622,2024-02-21,2.0,1.0,2.0,8.0,26.0,45.0,27.0,111.0
2623,2024-02-22,,,,3.0,20.0,54.0,26.0,103.0
2624,2024-02-23,2.0,,,1.0,19.0,59.0,27.0,108.0
2625,2024-02-24,1.0,,,13.0,21.0,50.0,31.0,116.0
2626,2024-02-25,1.0,,,7.0,26.0,43.0,36.0,113.0
2627,2024-02-26,2.0,,1.0,8.0,21.0,48.0,32.0,112.0
2628,2024-02-27,,1.0,,8.0,15.0,53.0,43.0,120.0
2629,2024-02-28,,,1.0,10.0,24.0,62.0,30.0,127.0
2630,2024-02-29,,,,9.0,25.0,45.0,38.0,117.0
2631,2024-03-01,,,1.0,14.0,18.0,60.0,33.0,126.0
2632,2024-03-02,,,,7.0,18.0,57.0,43.0,125.0
2633,2024-03-03,,,,15.0,26.0,51.0,28.0,120.0
2634,2024-03-04,1.0,1.0,,6.0,18.0,49.0,32.0,107.0
2635,2024-03-05,,,,13.0,22.0,59.0,36.0,130.0
2636,2024-03-06,,,,4.0,23.0,51.0,39.0,117.0
2637,2024-03-07,,,,3.0,20.0,59.0,29.0,111.0
2638,2024-03-08,1.0,,,10.0,19.0,44.0,39.0,113.0
2639,2024-03-09,1.0,,,7.0,24.0,43.0,33.0,108.0
2640,2024-03-10,1.0,,1.0,10.0,20.0,53.0,35.0,120.0
2641,2024-03-11,1.0,,,8.0,15.0,55.0,28.0,107.0
2642,2024-03-12,,,1.0,10.0,23.0,59.0,47.0,140.0
2643,2024-03-13,,,1.0,8.0,19.0,60.0,29.0,117.0
2644,2024-03-14,,,,12.0,17.0,49.0,28.0,106.0
2645,2024-03-15,1.0,,,12.0,13.0,54.0,31.0,111.0
2646,2024-03-16,2.0,,,11.0,19.0,45.0,36.0,113.0
2647,2024-03-17,,,1.0,4.0,21.0,43.0,21.0,90.0
2648,2024-03-18,2.0,,,7.0,21.0,53.0,34.0,117.0
2649,2024-03-19,,,,2.0,19.0,58.0,22.0,101.0
2650,2024-03-20,,,1.0,9.0,16.0,59.0,33.0,118.0
2651,2024-03-21,2.0,,,3.0,16.0,50.0,37.0,108.0
2652,2024-03-22,2.0,,,3.0,19.0,53.0,25.0,102.0
2653,2024-03-23,1.0,,,6.0,21.0,61.0,36.0,125.0
2654,2024-03-24,1.0,1.0,,6.0,20.0,44.0,27.0,99.0
2655,2024-03-25,,,,4.0,20.0,42.0,36.0,102.0
2656,2024-03-26,,,,5.0,16.0,55.0,30.0,106.0
2657,2024-03-27,1.0,,,4.0,7.0,31.0,41.0,84.0
2658,2024-03-28,,,,,6.0,9.0,10.0,25.0
