,fecha,Menor 1 año,1 a 4 años,5 a 14,15 a 44,45 a 64,65 a 84,85 y más ,total_defunciones
389,2018-01-25,1.0,,1.0,2.0,19.0,43.0,31.0,97.0
390,2018-01-26,1.0,,1.0,4.0,19.0,38.0,25.0,88.0
391,2018-01-27,5.0,,1.0,7.0,19.0,27.0,21.0,80.0
392,2018-01-28,3.0,,,13.0,20.0,39.0,23.0,98.0
393,2018-01-29,1.0,,,7.0,15.0,35.0,34.0,92.0
394,2018-01-30,1.0,2.0,,9.0,16.0,38.0,20.0,86.0
395,2018-01-31,1.0,,,4.0,12.0,57.0,29.0,103.0
396,2018-02-01,1.0,,3.0,11.0,18.0,29.0,29.0,91.0
397,2018-02-02,,,,5.0,21.0,35.0,26.0,87.0
398,2018-02-03,1.0,,,5.0,23.0,46.0,23.0,98.0
399,2018-02-04,1.0,,,17.0,14.0,46.0,29.0,107.0
400,2018-02-05,1.0,1.0,,8.0,18.0,49.0,27.0,104.0
401,2018-02-06,1.0,1.0,,5.0,27.0,46.0,16.0,96.0
402,2018-02-07,4.0,,1.0,7.0,18.0,44.0,28.0,102.0
403,2018-02-08,3.0,,,6.0,17.0,40.0,24.0,90.0
404,2018-02-09,,1.0,,9.0,23.0,36.0,32.0,101.0
405,2018-02-10,2.0,,,17.0,17.0,51.0,26.0,113.0
406,2018-02-11,,,,7.0,18.0,43.0,30.0,98.0
407,2018-02-12,1.0,,,10.0,15.0,42.0,28.0,96.0
408,2018-02-13,2.0,,,8.0,21.0,50.0,31.0,112.0
409,2018-02-14,4.0,,,8.0,19.0,50.0,33.0,114.0
410,2018-02-15,2.0,,,10.0,19.0,43.0,30.0,104.0
411,2018-02-16,2.0,1.0,1.0,13.0,14.0,35.0,22.0,88.0
412,2018-02-17,2.0,,,11.0,15.0,36.0,14.0,78.0
413,2018-02-18,,,,7.0,22.0,56.0,29.0,114.0
414,2018-02-19,4.0,,,10.0,14.0,43.0,35.0,106.0
415,2018-02-20,,,,3.0,22.0,38.0,19.0,82.0
416,2018-02-21,1.0,,1.0,6.0,12.0,45.0,23.0,88.0
417,2018-02-22,3.0,,,8.0,28.0,47.0,28.0,114.0
418,2018-02-23,3.0,,,8.0,22.0,43.0,20.0,96.0
419,2018-02-24,1.0,,,11.0,16.0,45.0,24.0,97.0
420,2018-02-25,2.0,,1.0,6.0,19.0,36.0,23.0,87.0
421,2018-02-26,1.0,,,4.0,25.0,40.0,23.0,93.0
422,2018-02-27,,1.0,,3.0,15.0,39.0,26.0,84.0
423,2018-02-28,,,,8.0,17.0,34.0,22.0,81.0
424,2018-03-01,,,1.0,7.0,18.0,43.0,24.0,93.0
425,2018-03-02,,,,6.0,20.0,43.0,20.0,89.0
426,2018-03-03,,,,20.0,16.0,43.0,14.0,93.0
427,2018-03-04,1.0,,,13.0,12.0,38.0,35.0,99.0
428,2018-03-05,3.0,,,6.0,17.0,46.0,26.0,98.0
429,2018-03-06,,,,10.0,14.0,40.0,30.0,94.0
430,2018-03-07,2.0,,,11.0,18.0,37.0,32.0,100.0
431,2018-03-08,1.0,1.0,,12.0,22.0,42.0,27.0,105.0
432,2018-03-09,4.0,,,5.0,13.0,55.0,23.0,100.0
433,2018-03-10,2.0,1.0,,10.0,23.0,51.0,23.0,110.0
434,2018-03-11,1.0,,,5.0,19.0,46.0,21.0,92.0
435,2018-03-12,,,1.0,7.0,20.0,34.0,27.0,89.0
436,2018-03-13,1.0,,1.0,7.0,20.0,39.0,23.0,91.0
437,2018-03-14,2.0,,1.0,6.0,23.0,42.0,30.0,104.0
438,2018-03-15,6.0,,1.0,10.0,19.0,44.0,24.0,104.0
439,2018-03-16,1.0,,,7.0,21.0,43.0,21.0,93.0
440,2018-03-17,2.0,1.0,,9.0,21.0,37.0,28.0,98.0
441,2018-03-18,,,,10.0,23.0,41.0,22.0,96.0
442,2018-03-19,1.0,,,7.0,20.0,38.0,18.0,84.0
443,2018-03-20,2.0,,1.0,8.0,23.0,42.0,40.0,116.0
444,2018-03-21,3.0,,,8.0,18.0,49.0,31.0,109.0
445,2018-03-22,2.0,,,7.0,12.0,49.0,24.0,94.0
446,2018-03-23,1.0,,,7.0,22.0,51.0,33.0,114.0
447,2018-03-24,1.0,,1.0,9.0,22.0,35.0,17.0,85.0
448,2018-03-25,3.0,1.0,,9.0,15.0,43.0,36.0,107.0
449,2018-03-26,1.0,,,6.0,14.0,44.0,37.0,102.0
450,2018-03-27,3.0,,1.0,5.0,30.0,54.0,25.0,118.0
451,2018-03-28,1.0,1.0,,5.0,25.0,40.0,27.0,99.0
452,2018-03-29,7.0,,,6.0,14.0,39.0,27.0,93.0
453,2018-03-30,1.0,,,7.0,22.0,45.0,26.0,101.0
454,2018-03-31,2.0,,,5.0,16.0,47.0,34.0,104.0
455,2018-04-01,2.0,,1.0,8.0,12.0,38.0,36.0,97.0
456,2018-04-02,1.0,,,6.0,19.0,48.0,27.0,101.0
457,2018-04-03,,1.0,,8.0,15.0,44.0,31.0,99.0
458,2018-04-04,,,,2.0,17.0,48.0,25.0,92.0
459,2018-04-05,2.0,,,4.0,15.0,40.0,22.0,83.0
460,2018-04-06,2.0,,2.0,9.0,22.0,53.0,25.0,113.0
461,2018-04-07,3.0,,2.0,12.0,29.0,47.0,27.0,120.0
462,2018-04-08,3.0,,1.0,8.0,22.0,42.0,22.0,98.0
463,2018-04-09,1.0,,1.0,5.0,20.0,38.0,29.0,94.0
464,2018-04-10,2.0,,2.0,5.0,19.0,38.0,25.0,91.0
465,2018-04-11,,,,9.0,22.0,54.0,18.0,103.0
466,2018-04-12,2.0,,,5.0,15.0,40.0,25.0,87.0
467,2018-04-13,2.0,,1.0,10.0,22.0,56.0,42.0,133.0
468,2018-04-14,1.0,,1.0,10.0,14.0,44.0,28.0,98.0
469,2018-04-15,,,,10.0,11.0,52.0,29.0,102.0
470,2018-04-16,1.0,1.0,,6.0,16.0,44.0,30.0,98.0
471,2018-04-17,2.0,,,7.0,16.0,43.0,28.0,96.0
472,2018-04-18,,,,5.0,25.0,51.0,27.0,108.0
473,2018-04-19,2.0,,,8.0,22.0,47.0,35.0,114.0
474,2018-04-20,,,2.0,6.0,16.0,49.0,30.0,103.0
475,2018-04-21,1.0,,1.0,11.0,25.0,44.0,23.0,105.0
476,2018-04-22,1.0,1.0,1.0,9.0,14.0,52.0,36.0,114.0
477,2018-04-23,1.0,,,7.0,11.0,31.0,34.0,84.0
478,2018-04-24,3.0,,1.0,8.0,16.0,48.0,32.0,108.0
479,2018-04-25,3.0,,,5.0,10.0,41.0,32.0,91.0
480,2018-04-26,,,,9.0,23.0,41.0,29.0,102.0
481,2018-04-27,1.0,,,10.0,19.0,39.0,37.0,106.0
482,2018-04-28,1.0,1.0,,11.0,22.0,41.0,30.0,106.0
483,2018-04-29,2.0,,,11.0,19.0,39.0,29.0,100.0
484,2018-04-30,1.0,2.0,,6.0,22.0,46.0,30.0,107.0
485,2018-05-01,2.0,1.0,,6.0,25.0,50.0,30.0,114.0
486,2018-05-02,1.0,,,5.0,22.0,47.0,40.0,115.0
487,2018-05-03,2.0,1.0,,12.0,15.0,45.0,28.0,103.0
488,2018-05-04,3.0,,,7.0,16.0,49.0,31.0,106.0
489,2018-05-05,3.0,,,12.0,20.0,42.0,32.0,109.0
490,2018-05-06,1.0,,1.0,4.0,22.0,41.0,25.0,94.0
491,2018-05-07,1.0,,,7.0,20.0,39.0,28.0,95.0
492,2018-05-08,3.0,,,7.0,20.0,48.0,31.0,109.0
493,2018-05-09,1.0,,1.0,6.0,21.0,29.0,22.0,80.0
494,2018-05-10,,,,7.0,25.0,49.0,38.0,119.0
495,2018-05-11,,,,2.0,23.0,42.0,30.0,97.0
496,2018-05-12,2.0,,,11.0,25.0,49.0,26.0,113.0
497,2018-05-13,,,1.0,12.0,19.0,51.0,36.0,119.0
498,2018-05-14,,,,11.0,15.0,57.0,38.0,121.0
499,2018-05-15,1.0,,1.0,13.0,23.0,48.0,25.0,111.0
500,2018-05-16,2.0,,,5.0,10.0,49.0,43.0,109.0
501,2018-05-17,4.0,,,7.0,22.0,42.0,23.0,98.0
502,2018-05-18,,,,9.0,19.0,43.0,31.0,102.0
503,2018-05-19,1.0,,1.0,8.0,21.0,55.0,24.0,110.0
504,2018-05-20,2.0,,,8.0,29.0,55.0,38.0,132.0
